qualifyId,raceId,forename,name,number,position,q1,q2,q3
1677,191,Shinji,Minardi,22,22,1:35.301,\N,\N
1678,192,Mika,McLaren,8,1,1:17.092,\N,\N
1679,192,David,McLaren,7,2,1:17.757,\N,\N
1680,192,Heinz-Harald,Williams,2,3,1:18.109,\N,\N
1681,192,Michael,Ferrari,3,4,1:18.250,\N,\N
1682,192,Alexander,Benetton,6,5,1:18.261,\N,\N
1683,192,Eddie,Ferrari,4,6,1:18.449,\N,\N
1684,192,Giancarlo,Benetton,5,7,1:18.652,\N,\N
1685,192,Ralf,Jordan,10,8,1:18.735,\N,\N
1686,192,Olivier,Prost,14,9,1:18.753,\N,\N
1687,192,Jacques,Williams,1,10,1:18.761,\N,\N
1688,192,Damon,Jordan,9,11,1:18.988,\N,\N
1689,192,Jarno,Prost,12,12,1:19.069,\N,\N
1690,192,Rubens,Stewart,18,13,1:19.344,\N,\N
1691,192,Johnny,Sauber,15,14,1:19.375,\N,\N
1692,192,Jean,Sauber,14,15,1:19.449,\N,\N
1693,192,Jan,Stewart,19,16,1:19.644,\N,\N
1694,192,Toranosuke,Tyrrell,21,17,1:20.203,\N,\N
1695,192,Shinji,Minardi,22,18,1:20.390,\N,\N
1696,192,Esteban,Minardi,23,19,1:20.459,\N,\N
1697,192,Mika,Arrows,17,20,1:20.481,\N,\N
1698,192,Ricardo,Tyrrell,20,21,1:20.748,\N,\N
1699,192,Pedro,Arrows,16,22,1:20.847,\N,\N
1700,193,David,McLaren,7,1,1:25.852,\N,\N
1701,193,Michael,Ferrari,3,2,1:26.251,\N,\N
1702,193,Mika,McLaren,8,3,1:26.632,\N,\N
1703,193,Eddie,Ferrari,4,4,1:26.780,\N,\N
1704,193,Ralf,Jordan,10,5,1:26.827,\N,\N
1705,193,Heinz-Harald,Williams,2,6,1:26.876,\N,\N
1706,193,Jacques,Williams,1,7,1:26.941,\N,\N
1707,193,Alexander,Benetton,6,8,1:27.198,\N,\N
1708,193,Damon,Jordan,9,9,1:27.483,\N,\N
1709,193,Giancarlo,Benetton,5,10,1:27.836,\N,\N
1710,193,Jean,Sauber,14,11,1:27.839,\N,\N
1711,193,Johnny,Sauber,15,12,1:28.016,\N,\N
1712,193,Toranosuke,Tyrrell,18,13,1:28.811,\N,\N
1713,193,Rubens,Stewart,18,14,1:29.249,\N,\N
1714,193,Olivier,Prost,11,15,1:29.320,\N,\N
1715,193,Jarno,Prost,12,16,1:29.352,\N,\N
1716,193,Mika,Arrows,17,17,1:29.617,\N,\N
1717,193,Pedro,Arrows,16,18,1:29.617,\N,\N
1718,193,Shinji,Minardi,22,19,1:30.054,\N,\N
1719,193,Esteban,Minardi,23,20,1:30.158,\N,\N
1720,193,Ricardo,Tyrrell,20,21,1:30.437,\N,\N
1721,193,Jan,Stewart,19,22,1:31.178,\N,\N
1722,199,Mika,McLaren,8,1,1:23.271,\N,\N
1723,199,Michael,Ferrari,3,2,1:23.720,\N,\N
1724,199,Jacques,Williams,1,3,1:24.102,\N,\N
1725,199,David,McLaren,7,4,1:24.310,\N,\N
1726,199,Eddie,Ferrari,4,5,1:24.436,\N,\N
1727,199,Heinz-Harald,Williams,2,6,1:24.442,\N,\N
1728,199,Damon,Jordan,9,7,1:24.542,\N,\N
1729,199,Jean,Sauber,14,8,1:25.081,\N,\N
1730,199,Johnny,Sauber,15,9,1:25.084,\N,\N
1731,199,Giancarlo,Benetton,5,10,1:25.654,\N,\N
1732,199,Alexander,Benetton,6,11,1:25.760,\N,\N
1733,199,Pedro,Arrows,16,12,1:26.376,\N,\N
1734,199,Mika,Arrows,17,13,1:26.487,\N,\N
1735,199,Jarno,Prost,12,14,1:26.808,\N,\N
1736,199,Jos,Stewart,19,15,1:26.948,\N,\N
1737,199,Rubens,Stewart,18,16,1:26.990,\N,\N
1738,199,Toranosuke,Tyrrell,21,17,1:27.061,\N,\N
1739,199,Esteban,Minardi,23,18,1:28.051,\N,\N
1740,199,Shinji,Minardi,22,19,1:28.123,\N,\N
1741,199,Ricardo,Tyrrell,20,20,1:28.608,\N,\N
1742,199,Ralf,Jordan,9,21,\N,\N,\N
1743,199,Olivier,Prost,11,22,\N,\N,\N
1744,200,Giancarlo,Benetton,5,1,1:29.598,\N,\N
1745,200,Jean,Sauber,14,2,1:30.317,\N,\N
1746,200,Mika,McLaren,8,3,1:30.517,\N,\N
1747,200,Michael,Ferrari,3,4,1:30.551,\N,\N
1748,200,Rubens,Stewart,18,5,1:31.005,\N,\N
1749,200,Mika,Arrows,17,6,1:31.028,\N,\N
1750,200,Heinz-Harald,Williams,2,7,1:31.515,\N,\N
1751,200,Eddie,Ferrari,4,8,1:31.651,\N,\N
1752,200,Ralf,Jordan,10,9,1:31.917,\N,\N
1753,200,Olivier,Prost,11,10,1:32.081,\N,\N
1754,200,Jacques,Williams,1,11,1:32.083,\N,\N
1755,200,Jos,Stewart,19,12,1:32.099,\N,\N
1756,200,Pedro,Arrows,16,13,1:32.206,\N,\N
1757,200,David,McLaren,7,14,1:32.399,\N,\N
1758,200,Damon,Jordan,9,15,1:32.718,\N,\N
1759,200,Jarno,Prost,12,16,1:32.906,\N,\N
1760,200,Alexander,Benetton,6,17,1:33.185,\N,\N
1761,200,Johnny,Sauber,15,18,1:33.205,\N,\N
1762,200,Esteban,Minardi,23,19,1:33.399,\N,\N
1763,200,Toranosuke,Tyrrell,21,20,1:34.090,\N,\N
1764,200,Shinji,Minardi,22,21,1:34.536,\N,\N
1765,200,Ricardo,Tyrrell,20,22,1:34.910,\N,\N
1766,201,Mika,McLaren,8,1,1:41.838,\N,\N
1767,201,David,McLaren,7,2,1:42.347,\N,\N
1768,201,Jacques,Williams,1,3,1:42.365,\N,\N
1769,201,Ralf,Jordan,10,4,1:42.994,\N,\N
1770,201,Damon,Jordan,9,5,1:43.183,\N,\N
1771,201,Eddie,Ferrari,4,6,1:43.270,\N,\N
1772,201,Alexander,Benetton,6,7,1:43.341,\N,\N
1773,201,Giancarlo,Benetton,5,8,1:43.369,\N,\N
1774,201,Michael,Ferrari,3,9,1:43.459,\N,\N
1775,201,Heinz-Harald,Williams,2,10,1:43.467,\N,\N
1776,201,Jean,Sauber,14,11,1:43.663,\N,\N
1777,201,Johnny,Sauber,15,12,1:44.599,\N,\N
1778,201,Rubens,Stewart,16,13,1:44.776,\N,\N
1779,201,Jarno,Prost,12,14,1:44.844,\N,\N
1780,201,Toranosuke,Tyrrell,21,15,1:44.961,\N,\N
1781,201,Olivier,Prost,11,16,1:45.197,\N,\N
1782,201,Mika,Arrows,17,17,1:45.276,\N,\N
1783,201,Pedro,Arrows,16,18,1:45.588,\N,\N
1784,201,Jos,Stewart,19,19,1:45.623,\N,\N
1785,201,Shinji,Minardi,22,20,1:46.713,\N,\N
1786,201,Esteban,Minardi,23,21,1:47.265,\N,\N
1787,203,Mika,McLaren,8,1,1:48.682,\N,\N
1788,203,David,McLaren,7,2,1:48.845,\N,\N
1789,203,Damon,Jordan,9,3,1:49.728,\N,\N
1790,203,Michael,Ferrari,3,4,1:50.027,\N,\N
1791,203,Eddie,Ferrari,4,5,1:50.189,\N,\N
1792,203,Jacques,Williams,1,6,1:50.204,\N,\N
1793,203,Giancarlo,Benetton,5,7,1:50.462,\N,\N
1794,203,Ralf,Jordan,10,8,1:50.501,\N,\N
1795,203,Heinz-Harald,Williams,2,9,1:50.686,\N,\N
1796,203,Jean,Sauber,14,10,1:51.189,\N,\N
1797,203,Alexander,Benetton,6,11,1:51.648,\N,\N
1798,203,Johnny,Sauber,15,12,1:51.851,\N,\N
1799,203,Jarno,Prost,12,13,1:52.572,\N,\N
1800,203,Rubens,Stewart,18,14,1:52.670,\N,\N
1801,203,Olivier,Prost,11,15,1:52.784,\N,\N
1802,203,Pedro,Arrows,16,16,1:53.037,\N,\N
1803,203,Jos,Stewart,19,17,1:53.149,\N,\N
1804,203,Mika,Arrows,17,18,1:53.207,\N,\N
1805,203,Toranosuke,Tyrrell,21,19,1:53.237,\N,\N
1806,203,Ricardo,Tyrrell,20,20,1:54.850,\N,\N
1807,203,Shinji,Minardi,22,21,1:55.084,\N,\N
1808,203,Esteban,Minardi,23,22,1:55.520,\N,\N
1809,207,Jacques,Williams,3,1,1:29.369,\N,\N
1810,207,Heinz-Harald,Williams,4,2,1:31.123,\N,\N
1811,207,Michael,Ferrari,5,3,1:31.472,\N,\N
1812,207,David,McLaren,10,4,1:31.531,\N,\N
1813,207,Eddie,Ferrari,6,5,1:31.881,\N,\N
1814,207,Mika,McLaren,9,6,1:31.971,\N,\N
1815,207,Johnny,Sauber,16,7,1:32.287,\N,\N
1816,207,Jean,Benetton,7,8,1:32.593,\N,\N
1817,207,Olivier,Prost,14,9,1:32.842,\N,\N
1818,207,Gerhard,Benetton,8,10,1:32.870,\N,\N
1819,207,Rubens,Stewart,22,11,1:33.075,\N,\N
1820,207,Ralf,Jordan,11,12,1:33.130,\N,\N
1821,207,Nicola,Sauber,17,13,1:33.327,\N,\N
1822,207,Giancarlo,Jordan,12,14,1:33.552,\N,\N
1823,207,Ukyo,Minardi,20,15,1:33.798,\N,\N
1824,207,Shinji,Prost,15,16,1:33.989,\N,\N
1825,207,Jarno,Minardi,21,17,1:34.120,\N,\N
1826,207,Mika,Tyrrell,19,18,1:34.229,\N,\N
1827,207,Jan,Stewart,23,19,1:34.623,\N,\N
1828,207,Damon,Arrows,1,20,1:34.806,\N,\N
1829,207,Jos,Tyrrell,18,21,1:34.943,\N,\N
1830,207,Pedro,Arrows,2,22,1:35.972,\N,\N
1831,208,Jacques,Williams,3,1,1:16.004,\N,\N
1832,208,Michael,Ferrari,5,2,1:16.594,\N,\N
1833,208,Gerhard,Benetton,8,3,1:16.644,\N,\N
1834,208,Mika,McLaren,9,4,1:16.692,\N,\N
1835,208,Olivier,Prost,14,5,1:16.756,\N,\N
1836,208,Jean,Benetton,7,6,1:16.757,\N,\N
1837,208,Giancarlo,Jordan,12,7,1:16.912,\N,\N
1838,208,Heinz-Harald,Williams,4,8,1:16.971,\N,\N
1839,208,Damon,Arrows,1,9,1:17.090,\N,\N
1840,208,Ralf,Jordan,11,10,1:17.175,\N,\N
1841,208,Rubens,Stewart,22,11,1:17.259,\N,\N
1842,208,David,McLaren,10,12,1:17.262,\N,\N
1843,208,Johnny,Sauber,16,13,1:17.409,\N,\N
1844,208,Eddie,Ferrari,6,14,1:17.527,\N,\N
1845,208,Shinji,Prost,15,15,1:17.999,\N,\N
1846,208,Pedro,Arrows,2,16,1:18.095,\N,\N
1847,208,Jarno,Minardi,21,17,1:18.336,\N,\N
1848,208,Ukyo,Minardi,20,18,1:18.557,\N,\N
1849,208,Nicola,Sauber,17,19,1:18.644,\N,\N
1850,208,Jan,Stewart,23,20,1:18.773,\N,\N
1851,208,Jos,Tyrrell,18,21,1:18.885,\N,\N
1852,208,Mika,Tyrrell,19,22,1:19.274,\N,\N
1853,209,Jacques,Williams,3,1,1:24.473,\N,\N
1854,209,Heinz-Harald,Williams,4,2,1:25.271,\N,\N
1855,209,Olivier,Prost,14,3,1:25.491,\N,\N
1856,209,Michael,Ferrari,5,4,1:25.773,\N,\N
1857,209,Rubens,Stewart,22,5,1:25.942,\N,\N
1858,209,Ralf,Jordan,11,6,1:26.218,\N,\N
1859,209,Eddie,Ferrari,6,7,1:26.327,\N,\N
1860,209,Johnny,Sauber,16,8,1:26.564,\N,\N
1861,209,Giancarlo,Jordan,12,9,1:26.619,\N,\N
1862,209,David,McLaren,10,10,1:26.799,\N,\N
1863,209,Jean,Benetton,7,11,1:27.076,\N,\N
1864,209,Gerhard,Benetton,8,12,1:27.259,\N,\N
1865,209,Damon,Arrows,1,13,1:27.281,\N,\N
1866,209,Nicola,Sauber,17,14,1:27.690,\N,\N
1867,209,Jan,Stewart,23,15,1:28.035,\N,\N
1868,209,Jos,Tyrrell,18,16,1:28.094,\N,\N
1869,209,Mika,McLaren,9,17,1:28.135,\N,\N
1870,209,Jarno,Minardi,21,18,1:28.160,\N,\N
1871,209,Mika,Tyrrell,19,19,1:28.224,\N,\N
1872,209,Shinji,Prost,15,20,1:28.366,\N,\N
1873,209,Ukyo,Minardi,20,21,1:28.413,\N,\N
1874,209,Pedro,Arrows,2,22,1:28.696,\N,\N
1875,210,Jacques,Williams,3,1,1:23.303,\N,\N
1876,210,Heinz-Harald,Williams,4,2,1:23.646,\N,\N
1877,210,Michael,Ferrari,5,3,1:23.955,\N,\N
1878,210,Olivier,Prost,14,4,1:24.075,\N,\N
1879,210,Ralf,Jordan,11,5,1:24.081,\N,\N
1880,210,Giancarlo,Jordan,12,6,1:24.596,\N,\N
1881,210,Johnny,Sauber,16,7,1:24.723,\N,\N
1882,210,Mika,McLaren,9,8,1:24.812,\N,\N
1883,210,Eddie,Ferrari,6,9,1:24.862,\N,\N
1884,210,David,McLaren,10,10,1:25.077,\N,\N
1885,210,Gerhard,Benetton,8,11,1:25.371,\N,\N
1886,210,Nicola,Sauber,17,12,1:25.554,\N,\N
1887,210,Rubens,Stewart,22,13,1:25.579,\N,\N
1888,210,Jean,Benetton,7,14,1:25.729,\N,\N
1889,210,Damon,Arrows,1,15,1:25.743,\N,\N
1890,210,Jan,Stewart,23,16,1:26.192,\N,\N
1891,210,Pedro,Arrows,2,17,1:26.253,\N,\N
1892,210,Shinji,Prost,15,18,1:26.712,\N,\N
1893,210,Mika,Tyrrell,19,19,1:26.852,\N,\N
1894,210,Jarno,Minardi,21,20,1:26.960,\N,\N
1895,210,Jos,Tyrrell,18,21,1:27.428,\N,\N
1896,210,Ukyo,Minardi,20,22,1:28.727,\N,\N
1897,211,Heinz-Harald,Williams,4,1,1:18.216,\N,\N
1898,211,Michael,Ferrari,5,2,1:18.235,\N,\N
1899,211,Jacques,Williams,3,3,1:18.583,\N,\N
1900,211,Giancarlo,Jordan,12,4,1:18.665,\N,\N
1901,211,David,McLaren,10,5,1:18.779,\N,\N
1902,211,Ralf,Jordan,11,6,1:18.943,\N,\N
1903,211,Johnny,Sauber,16,7,1:19.105,\N,\N
1904,211,Mika,McLaren,9,8,1:19.119,\N,\N
1905,211,Jean,Benetton,7,9,1:19.263,\N,\N
1906,211,Rubens,Stewart,22,10,1:19.295,\N,\N
1907,211,Nicola,Sauber,17,11,1:19.468,\N,\N
1908,211,Olivier,Prost,14,12,1:19.626,\N,\N
1909,211,Damon,Arrows,1,13,1:19.674,\N,\N
1910,211,Mika,Tyrrell,18,14,1:19.694,\N,\N
1911,211,Eddie,Ferrari,6,15,1:19.723,\N,\N
1912,211,Pedro,Arrows,2,16,1:19.860,\N,\N
1913,211,Gerhard,Benetton,8,17,1:20.199,\N,\N
1914,211,Jarno,Minardi,21,18,1:20.349,\N,\N
1915,211,Jan,Stewart,23,19,1:20.516,\N,\N
1916,211,Ukyo,Minardi,20,20,1:20.606,\N,\N
1917,211,Shinji,Prost,15,21,1:20.961,\N,\N
1918,211,Jos,Tyrrell,19,22,1:21.290,\N,\N
1919,212,Jacques,Williams,3,1,1:16.525,\N,\N
1920,212,Heinz-Harald,Williams,4,2,1:16.791,\N,\N
1921,212,David,McLaren,10,3,1:17.521,\N,\N
1922,212,Jean,Benetton,7,4,1:17.717,\N,\N
1923,212,Mika,McLaren,10,5,1:17.737,\N,\N
1924,212,Gerhard,Benetton,8,6,1:18.041,\N,\N
1925,212,Michael,Ferrari,5,7,1:18.313,\N,\N
1926,212,Giancarlo,Jordan,12,8,1:18.385,\N,\N
1927,212,Ralf,Jordan,11,9,1:18.423,\N,\N
1928,212,Johnny,Sauber,16,10,1:18.494,\N,\N
1929,212,Eddie,Ferrari,6,11,1:18.873,\N,\N
1930,212,Olivier,Prost,14,12,1:19.157,\N,\N
1931,212,Gianni,Sauber,17,13,1:19.323,\N,\N
1932,212,Mika,Tyrrell,18,14,1:20.079,\N,\N
1933,212,Damon,Arrows,1,15,1:20.089,\N,\N
1934,212,Shinji,Prost,15,16,1:20.103,\N,\N
1935,212,Rubens,Stewart,22,17,1:20.255,\N,\N
1936,212,Jarno,Minardi,21,18,1:20.452,\N,\N
1937,212,Jos,Tyrrell,19,19,1:20.582,\N,\N
1938,212,Ukyo,Minardi,20,20,1:20.672,\N,\N
1939,212,Pedro,Arrows,2,21,1:21.029,\N,\N
1940,212,Jan,Stewart,23,22,1:21.060,\N,\N
1941,213,Michael,Ferrari,5,1,1:18.095,\N,\N
1942,213,Jacques,Williams,3,2,1:18.108,\N,\N
1943,213,Rubens,Stewart,22,3,1:18.388,\N,\N
1944,213,Heinz-Harald,Williams,4,4,1:18.464,\N,\N
1945,213,David,McLaren,10,5,1:18.466,\N,\N
1946,213,Giancarlo,Jordan,12,6,1:18.750,\N,\N
1947,213,Ralf,Jordan,11,7,1:18.869,\N,\N
1948,213,Jean,Benetton,7,8,1:18.899,\N,\N
1949,213,Mika,McLaren,9,9,1:18.916,\N,\N
1950,213,Olivier,Prost,14,10,1:19.034,\N,\N
1951,213,Alexander,Benetton,8,11,1:19.286,\N,\N
1952,213,Eddie,Ferrari,6,12,1:19.503,\N,\N
1953,213,Johnny,Sauber,16,13,1:19.622,\N,\N
1954,213,Jos,Tyrrell,19,14,1:20.102,\N,\N
1955,213,Damon,Arrows,1,15,1:20.129,\N,\N
1956,213,Pedro,Arrows,2,16,1:20.175,\N,\N
1957,213,Mika,Tyrrell,18,17,1:20.336,\N,\N
1958,213,Gianni,Sauber,17,18,1:20.357,\N,\N
1959,213,Shinji,Prost,15,19,1:20.370,\N,\N
1960,213,Jarno,Minardi,21,20,1:20.370,\N,\N
1961,213,Jan,Stewart,23,21,1:20.491,\N,\N
1962,213,Ukyo,Minardi,20,22,1:21.034,\N,\N
1963,214,Michael,Ferrari,5,1,1:14.548,\N,\N
1964,214,Heinz-Harald,Williams,4,2,1:14.749,\N,\N
1965,214,Ralf,Jordan,11,3,1:14.755,\N,\N
1966,214,Jacques,Williams,3,4,1:14.800,\N,\N
1967,214,Eddie,Ferrari,6,5,1:14.860,\N,\N
1968,214,Jarno,Prost,14,6,1:14.957,\N,\N
1969,214,Alexander,Benetton,8,7,1:14.986,\N,\N
1970,214,Jean,Benetton,7,8,1:15.228,\N,\N
1971,214,David,McLaren,10,9,1:15.270,\N,\N
1972,214,Mika,McLaren,9,10,1:15.339,\N,\N
1973,214,Giancarlo,Jordan,12,11,1:15.453,\N,\N
1974,214,Rubens,Stewart,22,12,1:15.876,\N,\N
1975,214,Shinji,Prost,15,13,1:15.876,\N,\N
1976,214,Johnny,Sauber,16,14,1:16.018,\N,\N
1977,214,Jan,Stewart,23,15,1:16.149,\N,\N
1978,214,Pedro,Arrows,2,16,1:16.536,\N,\N
1979,214,Damon,Arrows,1,17,1:16.729,\N,\N
1980,214,Jos,Tyrrell,19,18,1:16.941,\N,\N
1981,214,Mika,Tyrrell,18,19,1:17.256,\N,\N
1982,214,Norberto,Sauber,17,20,1:17.538,\N,\N
1983,214,Ukyo,Minardi,20,21,1:17.563,\N,\N
1984,214,Tarso,Minardi,21,22,1:18.280,\N,\N
1985,215,Jacques,Williams,3,1,1:21.598,\N,\N
1986,215,Heinz-Harald,Williams,4,2,1:21.732,\N,\N
1987,215,Mika,McLaren,9,3,1:21.797,\N,\N
1988,215,Michael,Ferrari,5,4,1:21.977,\N,\N
1989,215,Ralf,Jordan,11,5,1:22.277,\N,\N
1990,215,David,McLaren,10,6,1:22.279,\N,\N
1991,215,Eddie,Ferrari,6,7,1:22.342,\N,\N
1992,215,Alexander,Benetton,8,8,1:22.344,\N,\N
1993,215,Johnny,Sauber,16,9,1:22.368,\N,\N
1994,215,Giancarlo,Jordan,12,10,1:22.371,\N,\N
1995,215,Jean,Benetton,17,11,1:22.392,\N,\N
1996,215,Damon,Arrows,1,12,1:23.271,\N,\N
1997,215,Jarno,Prost,14,13,1:23.366,\N,\N
1998,215,Shinji,Prost,15,14,1:23.887,\N,\N
1999,215,Jan,Stewart,23,15,1:24.067,\N,\N
2000,215,Pedro,Arrows,2,16,1:24.239,\N,\N
2001,215,Mika,Tyrrell,19,17,1:24.478,\N,\N
2002,215,Ukyo,Minardi,20,18,1:24.553,\N,\N
2003,215,Jos,Tyrrell,18,19,1:25.010,\N,\N
2004,215,Tarso,Minardi,21,20,1:25.154,\N,\N
2005,215,Rubens,Stewart,22,21,1:25.525,\N,\N
2006,215,Norberto,Sauber,17,22,\N,\N,\N
2007,216,Gerhard,Benetton,8,1,1:41.873,\N,\N
2008,216,Giancarlo,Jordan,12,2,1:41.896,\N,\N
2009,216,Mika,McLaren,9,3,1:42.034,\N,\N
2010,216,Michael,Ferrari,5,4,1:42.181,\N,\N
2011,216,Heinz-Harald,Williams,4,5,1:42.421,\N,\N
2012,216,Jean,Benetton,7,6,1:42.493,\N,\N
2013,216,Ralf,Jordan,11,7,1:42.498,\N,\N
2014,216,David,McLaren,10,8,1:42.687,\N,\N
2015,216,Jacques,Williams,3,9,1:42.967,\N,\N
2016,216,Eddie,Ferrari,6,10,1:43.209,\N,\N
2017,216,Jarno,Prost,14,11,1:43.226,\N,\N
2018,216,Rubens,Stewart,22,12,1:43.272,\N,\N
2019,216,Damon,Arrows,1,13,1:43.361,\N,\N
2020,216,Johnny,Sauber,16,14,1:43.660,\N,\N
2021,216,Jan,Stewart,23,15,1:43.927,\N,\N
2022,216,Pedro,Arrows,2,16,1:44.069,\N,\N
2023,216,Shinji,Prost,15,17,1:44.112,\N,\N
2024,216,Norberto,Sauber,17,18,1:44.552,\N,\N
2025,216,Mika,Tyrrell,18,19,1:45.372,\N,\N
2026,216,Jos,Tyrrell,19,20,1:45.811,\N,\N
2027,216,Tarso,Minardi,21,21,1:45.942,\N,\N
2028,216,Ukyo,Minardi,20,22,1:46.499,\N,\N
2029,224,Jacques,Williams,6,1,1:32.371,\N,\N
2030,224,Damon,Williams,5,2,1:32.509,\N,\N
2031,224,Eddie,Ferrari,2,3,1:32.889,\N,\N
2032,224,Michael,Ferrari,1,4,1:33.125,\N,\N
2033,224,Mika,McLaren,7,5,1:34.054,\N,\N
2034,224,Jean,Benetton,3,6,1:34.257,\N,\N
2035,224,Gerhard,Benetton,4,7,1:34.344,\N,\N
2036,224,Rubens,Jordan,11,8,1:34.474,\N,\N
2037,224,Heinz-Harald,Sauber,15,9,1:34.494,\N,\N
2038,224,Mika,Tyrrell,19,10,1:34.832,\N,\N
2039,224,Olivier,Ligier,9,11,1:35.330,\N,\N
2040,224,Jos,Footwork,17,12,1:35.338,\N,\N
2041,224,David,McLaren,8,13,1:35.351,\N,\N
2042,224,Johnny,Sauber,14,14,1:35.453,\N,\N
2043,224,Ukyo,Tyrrell,18,15,1:35.715,\N,\N
2044,224,Giancarlo,Minardi,21,16,1:35.898,\N,\N
2045,224,Pedro,Minardi,20,17,1:36.109,\N,\N
2046,224,Ricardo,Footwork,16,18,1:36.198,\N,\N
2047,224,Martin,Jordan,12,19,1:36.286,\N,\N
2048,224,Pedro,Ligier,10,20,1:36.298,\N,\N
2049,225,Damon,Williams,5,1,1:18.111,\N,\N
2050,225,Rubens,Jordan,11,2,1:19.092,\N,\N
2051,225,Jacques,Williams,6,3,1:19.254,\N,\N
2052,225,Michael,Ferrari,1,4,1:19.474,\N,\N
2053,225,Jean,Benetton,3,5,1:19.484,\N,\N
2054,225,Martin,Jordan,12,6,1:19.519,\N,\N
2055,225,Mika,McLaren,7,7,1:19.607,\N,\N
2056,225,Gerhard,Benetton,4,8,1:19.762,\N,\N
2057,225,Heinz-Harald,Sauber,15,9,1:19.799,\N,\N
2058,225,Eddie,Ferrari,2,10,1:19.951,\N,\N
2059,225,Mika,Tyrrell,19,11,1:20.000,\N,\N
2060,225,Johnny,Sauber,14,12,1:20.144,\N,\N
2061,225,Jos,Footwork,17,13,1:20.157,\N,\N
2062,225,David,McLaren,8,14,1:20.167,\N,\N
2063,225,Olivier,Ligier,9,15,1:20.426,\N,\N
2064,225,Ukyo,Tyrrell,18,16,1:20.427,\N,\N
2065,225,Ricardo,Footwork,16,17,1:20.440,\N,\N
2066,225,Pedro,Minardi,20,18,1:21.491,\N,\N
2067,225,Luca,Forti,22,19,1:23.174,\N,\N
2068,225,Andrea,Forti,23,20,1:23.454,\N,\N
2069,225,Tarso,Minardi,21,21,\N,\N,\N
2070,225,Pedro,Ligier,10,22,\N,\N,\N
2071,226,Damon,Williams,5,1,1:30.346,\N,\N
2072,226,Michael,Ferrari,1,2,1:30.598,\N,\N
2073,226,Jacques,Williams,6,3,1:30.907,\N,\N
2074,226,Jean,Benetton,3,4,1:31.038,\N,\N
2075,226,Gerhard,Benetton,4,5,1:31.262,\N,\N
2076,226,Rubens,Jordan,11,6,1:31.404,\N,\N
2077,226,Jos,Footwork,17,7,1:31.615,\N,\N
2078,226,Mika,McLaren,7,8,1:31.801,\N,\N
2079,226,David,McLaren,8,9,1:32.001,\N,\N
2080,226,Eddie,Ferrari,2,10,1:32.058,\N,\N
2081,226,Heinz-Harald,Sauber,15,11,1:32.130,\N,\N
2082,226,Olivier,Ligier,9,12,1:32.177,\N,\N
2083,226,Ukyo,Tyrrell,18,13,1:32.407,\N,\N
2084,226,Tarso,Minardi,21,14,1:32.502,\N,\N
2085,226,Martin,Jordan,12,15,1:32.696,\N,\N
2086,226,Mika,Tyrrell,19,16,1:32.903,\N,\N
2087,226,Johnny,Sauber,14,17,1:33.256,\N,\N
2088,226,Pedro,Ligier,10,18,1:33.424,\N,\N
2089,226,Pedro,Minardi,20,19,1:33.727,\N,\N
2090,226,Ricardo,Footwork,16,20,1:33.752,\N,\N
2091,226,Luca,Forti,22,21,1:34.830,\N,\N
2092,226,Andrea,Forti,23,22,1:35.651,\N,\N
2093,227,Damon,Williams,5,1,1:18.941,\N,\N
2094,227,Jacques,Williams,6,2,1:19.721,\N,\N
2095,227,Michael,Ferrari,1,3,1:20.149,\N,\N
2096,227,Jean,Benetton,3,4,1:20.711,\N,\N
2097,227,Rubens,Jordan,11,5,1:20.818,\N,\N
2098,227,David,McLaren,8,6,1:20.888,\N,\N
2099,227,Eddie,Ferrari,2,7,1:20.931,\N,\N
2100,227,Gerhard,Benetton,4,8,1:21.054,\N,\N
2101,227,Mika,McLaren,7,9,1:21.078,\N,\N
2102,227,Heinz-Harald,Sauber,15,10,1:21.113,\N,\N
2103,227,Martin,Jordan,12,11,1:21.177,\N,\N
2104,227,Johnny,Sauber,14,12,1:21.210,\N,\N
2105,227,Jos,Footwork,17,13,1:21.367,\N,\N
2106,227,Mika,Tyrrell,19,14,1:21.458,\N,\N
2107,227,Olivier,Ligier,9,15,1:21.509,\N,\N
2108,227,Ukyo,Tyrrell,18,16,1:21.812,\N,\N
2109,227,Pedro,Ligier,10,17,1:22.733,\N,\N
2110,227,Giancarlo,Minardi,21,18,1:22.921,\N,\N
2111,227,Pedro,Minardi,20,19,1:23.139,\N,\N
2112,227,Ricardo,Footwork,16,20,1:23.620,\N,\N
2113,228,Michael,Ferrari,1,1,1:26.890,\N,\N
2114,228,Damon,Williams,5,2,1:27.105,\N,\N
2115,228,Jacques,Williams,6,3,1:27.220,\N,\N
2116,228,David,McLaren,8,4,1:27.688,\N,\N
2117,228,Jean,Benetton,3,5,1:28.009,\N,\N
2118,228,Eddie,Ferrari,2,6,1:28.205,\N,\N
2119,228,Gerhard,Benetton,4,7,1:28.336,\N,\N
2120,228,Mika,Tyrrell,19,8,1:28.423,\N,\N
2121,228,Rubens,Jordan,11,9,1:28.632,\N,\N
2122,228,Heinz-Harald,Sauber,15,10,1:28.785,\N,\N
2123,228,Mika,McLaren,7,11,1:29.079,\N,\N
2125,228,Olivier,Ligier,9,13,1:29.472,\N,\N
2126,228,Jos,Footwork,17,14,1:29.539,\N,\N
2127,228,Johnny,Sauber,14,15,1:29.541,\N,\N
