qualifyId,raceId,forename,constructorId,number,position,q1,q2,q3
1795,203,Heinz-Harald,3,2,9,1:50.686,\N,\N
1796,203,Jean,15,14,10,1:51.189,\N,\N
1797,203,Alexander,22,6,11,1:51.648,\N,\N
1798,203,Johnny,15,15,12,1:51.851,\N,\N
1799,203,Jarno,20,12,13,1:52.572,\N,\N
1800,203,Rubens,24,18,14,1:52.670,\N,\N
1801,203,Olivier,20,11,15,1:52.784,\N,\N
1802,203,Pedro,21,16,16,1:53.037,\N,\N
1803,203,Jos,24,19,17,1:53.149,\N,\N
1804,203,Mika,21,17,18,1:53.207,\N,\N
1805,203,Toranosuke,25,21,19,1:53.237,\N,\N
1806,203,Ricardo,25,20,20,1:54.850,\N,\N
1807,203,Shinji,18,22,21,1:55.084,\N,\N
1808,203,Esteban,18,23,22,1:55.520,\N,\N
1809,207,Jacques,3,3,1,1:29.369,\N,\N
1810,207,Heinz-Harald,3,4,2,1:31.123,\N,\N
1811,207,Michael,6,5,3,1:31.472,\N,\N
1812,207,David,1,10,4,1:31.531,\N,\N
1813,207,Eddie,6,6,5,1:31.881,\N,\N
1814,207,Mika,1,9,6,1:31.971,\N,\N
1815,207,Johnny,15,16,7,1:32.287,\N,\N
1816,207,Jean,22,7,8,1:32.593,\N,\N
1817,207,Olivier,20,14,9,1:32.842,\N,\N
1818,207,Gerhard,22,8,10,1:32.870,\N,\N
1819,207,Rubens,24,22,11,1:33.075,\N,\N
1820,207,Ralf,17,11,12,1:33.130,\N,\N
1821,207,Nicola,15,17,13,1:33.327,\N,\N
1822,207,Giancarlo,17,12,14,1:33.552,\N,\N
1823,207,Ukyo,18,20,15,1:33.798,\N,\N
1824,207,Shinji,20,15,16,1:33.989,\N,\N
1825,207,Jarno,18,21,17,1:34.120,\N,\N
1826,207,Mika,25,19,18,1:34.229,\N,\N
1827,207,Jan,24,23,19,1:34.623,\N,\N
1828,207,Damon,21,1,20,1:34.806,\N,\N
1829,207,Jos,25,18,21,1:34.943,\N,\N
1830,207,Pedro,21,2,22,1:35.972,\N,\N
1831,208,Jacques,3,3,1,1:16.004,\N,\N
1832,208,Michael,6,5,2,1:16.594,\N,\N
1833,208,Gerhard,22,8,3,1:16.644,\N,\N
1834,208,Mika,1,9,4,1:16.692,\N,\N
1835,208,Olivier,20,14,5,1:16.756,\N,\N
1836,208,Jean,22,7,6,1:16.757,\N,\N
1837,208,Giancarlo,17,12,7,1:16.912,\N,\N
1838,208,Heinz-Harald,3,4,8,1:16.971,\N,\N
1839,208,Damon,21,1,9,1:17.090,\N,\N
1840,208,Ralf,17,11,10,1:17.175,\N,\N
1841,208,Rubens,24,22,11,1:17.259,\N,\N
1842,208,David,1,10,12,1:17.262,\N,\N
1843,208,Johnny,15,16,13,1:17.409,\N,\N
1844,208,Eddie,6,6,14,1:17.527,\N,\N
1845,208,Shinji,20,15,15,1:17.999,\N,\N
1846,208,Pedro,21,2,16,1:18.095,\N,\N
1847,208,Jarno,18,21,17,1:18.336,\N,\N
1848,208,Ukyo,18,20,18,1:18.557,\N,\N
1849,208,Nicola,15,17,19,1:18.644,\N,\N
1850,208,Jan,24,23,20,1:18.773,\N,\N
1851,208,Jos,25,18,21,1:18.885,\N,\N
1852,208,Mika,25,19,22,1:19.274,\N,\N
1853,209,Jacques,3,3,1,1:24.473,\N,\N
1854,209,Heinz-Harald,3,4,2,1:25.271,\N,\N
1855,209,Olivier,20,14,3,1:25.491,\N,\N
1856,209,Michael,6,5,4,1:25.773,\N,\N
1857,209,Rubens,24,22,5,1:25.942,\N,\N
1858,209,Ralf,17,11,6,1:26.218,\N,\N
1859,209,Eddie,6,6,7,1:26.327,\N,\N
1860,209,Johnny,15,16,8,1:26.564,\N,\N
1861,209,Giancarlo,17,12,9,1:26.619,\N,\N
1862,209,David,1,10,10,1:26.799,\N,\N
1863,209,Jean,22,7,11,1:27.076,\N,\N
1864,209,Gerhard,22,8,12,1:27.259,\N,\N
1865,209,Damon,21,1,13,1:27.281,\N,\N
1866,209,Nicola,15,17,14,1:27.690,\N,\N
1867,209,Jan,24,23,15,1:28.035,\N,\N
1868,209,Jos,25,18,16,1:28.094,\N,\N
1869,209,Mika,1,9,17,1:28.135,\N,\N
1870,209,Jarno,18,21,18,1:28.160,\N,\N
1871,209,Mika,25,19,19,1:28.224,\N,\N
1872,209,Shinji,20,15,20,1:28.366,\N,\N
1873,209,Ukyo,18,20,21,1:28.413,\N,\N
1874,209,Pedro,21,2,22,1:28.696,\N,\N
1875,210,Jacques,3,3,1,1:23.303,\N,\N
1876,210,Heinz-Harald,3,4,2,1:23.646,\N,\N
1877,210,Michael,6,5,3,1:23.955,\N,\N
1878,210,Olivier,20,14,4,1:24.075,\N,\N
1879,210,Ralf,17,11,5,1:24.081,\N,\N
1880,210,Giancarlo,17,12,6,1:24.596,\N,\N
1881,210,Johnny,15,16,7,1:24.723,\N,\N
1882,210,Mika,1,9,8,1:24.812,\N,\N
1883,210,Eddie,6,6,9,1:24.862,\N,\N
1884,210,David,1,10,10,1:25.077,\N,\N
1885,210,Gerhard,22,8,11,1:25.371,\N,\N
1886,210,Nicola,15,17,12,1:25.554,\N,\N
1887,210,Rubens,24,22,13,1:25.579,\N,\N
1888,210,Jean,22,7,14,1:25.729,\N,\N
1889,210,Damon,21,1,15,1:25.743,\N,\N
1890,210,Jan,24,23,16,1:26.192,\N,\N
1891,210,Pedro,21,2,17,1:26.253,\N,\N
1892,210,Shinji,20,15,18,1:26.712,\N,\N
1893,210,Mika,25,19,19,1:26.852,\N,\N
1894,210,Jarno,18,21,20,1:26.960,\N,\N
1895,210,Jos,25,18,21,1:27.428,\N,\N
1896,210,Ukyo,18,20,22,1:28.727,\N,\N
1897,211,Heinz-Harald,3,4,1,1:18.216,\N,\N
1898,211,Michael,6,5,2,1:18.235,\N,\N
1899,211,Jacques,3,3,3,1:18.583,\N,\N
1900,211,Giancarlo,17,12,4,1:18.665,\N,\N
1901,211,David,1,10,5,1:18.779,\N,\N
1902,211,Ralf,17,11,6,1:18.943,\N,\N
1903,211,Johnny,15,16,7,1:19.105,\N,\N
1904,211,Mika,1,9,8,1:19.119,\N,\N
1905,211,Jean,22,7,9,1:19.263,\N,\N
1906,211,Rubens,24,22,10,1:19.295,\N,\N
1907,211,Nicola,15,17,11,1:19.468,\N,\N
1908,211,Olivier,20,14,12,1:19.626,\N,\N
1909,211,Damon,21,1,13,1:19.674,\N,\N
1910,211,Mika,25,18,14,1:19.694,\N,\N
1911,211,Eddie,6,6,15,1:19.723,\N,\N
1912,211,Pedro,21,2,16,1:19.860,\N,\N
1913,211,Gerhard,22,8,17,1:20.199,\N,\N
1914,211,Jarno,18,21,18,1:20.349,\N,\N
1915,211,Jan,24,23,19,1:20.516,\N,\N
1916,211,Ukyo,18,20,20,1:20.606,\N,\N
1917,211,Shinji,20,15,21,1:20.961,\N,\N
1918,211,Jos,25,19,22,1:21.290,\N,\N
1919,212,Jacques,3,3,1,1:16.525,\N,\N
1920,212,Heinz-Harald,3,4,2,1:16.791,\N,\N
1921,212,David,1,10,3,1:17.521,\N,\N
1922,212,Jean,22,7,4,1:17.717,\N,\N
1923,212,Mika,1,10,5,1:17.737,\N,\N
1924,212,Gerhard,22,8,6,1:18.041,\N,\N
1925,212,Michael,6,5,7,1:18.313,\N,\N
1926,212,Giancarlo,17,12,8,1:18.385,\N,\N
1927,212,Ralf,17,11,9,1:18.423,\N,\N
1928,212,Johnny,15,16,10,1:18.494,\N,\N
1929,212,Eddie,6,6,11,1:18.873,\N,\N
1930,212,Olivier,20,14,12,1:19.157,\N,\N
1931,212,Gianni,15,17,13,1:19.323,\N,\N
1932,212,Mika,25,18,14,1:20.079,\N,\N
1933,212,Damon,21,1,15,1:20.089,\N,\N
1934,212,Shinji,20,15,16,1:20.103,\N,\N
1935,212,Rubens,24,22,17,1:20.255,\N,\N
1936,212,Jarno,18,21,18,1:20.452,\N,\N
1937,212,Jos,25,19,19,1:20.582,\N,\N
1938,212,Ukyo,18,20,20,1:20.672,\N,\N
1939,212,Pedro,21,2,21,1:21.029,\N,\N
1940,212,Jan,24,23,22,1:21.060,\N,\N
1941,213,Michael,6,5,1,1:18.095,\N,\N
1942,213,Jacques,3,3,2,1:18.108,\N,\N
1943,213,Rubens,24,22,3,1:18.388,\N,\N
1944,213,Heinz-Harald,3,4,4,1:18.464,\N,\N
1945,213,David,1,10,5,1:18.466,\N,\N
1946,213,Giancarlo,17,12,6,1:18.750,\N,\N
1947,213,Ralf,17,11,7,1:18.869,\N,\N
1948,213,Jean,22,7,8,1:18.899,\N,\N
1949,213,Mika,1,9,9,1:18.916,\N,\N
1950,213,Olivier,20,14,10,1:19.034,\N,\N
1951,213,Alexander,22,8,11,1:19.286,\N,\N
1952,213,Eddie,6,6,12,1:19.503,\N,\N
1953,213,Johnny,15,16,13,1:19.622,\N,\N
1954,213,Jos,25,19,14,1:20.102,\N,\N
1955,213,Damon,21,1,15,1:20.129,\N,\N
1956,213,Pedro,21,2,16,1:20.175,\N,\N
1957,213,Mika,25,18,17,1:20.336,\N,\N
1958,213,Gianni,15,17,18,1:20.357,\N,\N
1959,213,Shinji,20,15,19,1:20.370,\N,\N
1960,213,Jarno,18,21,20,1:20.370,\N,\N
1961,213,Jan,24,23,21,1:20.491,\N,\N
1962,213,Ukyo,18,20,22,1:21.034,\N,\N
1963,214,Michael,6,5,1,1:14.548,\N,\N
1964,214,Heinz-Harald,3,4,2,1:14.749,\N,\N
1965,214,Ralf,17,11,3,1:14.755,\N,\N
1966,214,Jacques,3,3,4,1:14.800,\N,\N
1967,214,Eddie,6,6,5,1:14.860,\N,\N
1968,214,Jarno,20,14,6,1:14.957,\N,\N
1969,214,Alexander,22,8,7,1:14.986,\N,\N
1970,214,Jean,22,7,8,1:15.228,\N,\N
1971,214,David,1,10,9,1:15.270,\N,\N
1972,214,Mika,1,9,10,1:15.339,\N,\N
1973,214,Giancarlo,17,12,11,1:15.453,\N,\N
1974,214,Rubens,24,22,12,1:15.876,\N,\N
1975,214,Shinji,20,15,13,1:15.876,\N,\N
1976,214,Johnny,15,16,14,1:16.018,\N,\N
1977,214,Jan,24,23,15,1:16.149,\N,\N
1978,214,Pedro,21,2,16,1:16.536,\N,\N
1979,214,Damon,21,1,17,1:16.729,\N,\N
1980,214,Jos,25,19,18,1:16.941,\N,\N
1981,214,Mika,25,18,19,1:17.256,\N,\N
1982,214,Norberto,15,17,20,1:17.538,\N,\N
1983,214,Ukyo,18,20,21,1:17.563,\N,\N
1984,214,Tarso,18,21,22,1:18.280,\N,\N
1985,215,Jacques,3,3,1,1:21.598,\N,\N
1986,215,Heinz-Harald,3,4,2,1:21.732,\N,\N
1987,215,Mika,1,9,3,1:21.797,\N,\N
1988,215,Michael,6,5,4,1:21.977,\N,\N
1989,215,Ralf,17,11,5,1:22.277,\N,\N
1990,215,David,1,10,6,1:22.279,\N,\N
1991,215,Eddie,6,6,7,1:22.342,\N,\N
1992,215,Alexander,22,8,8,1:22.344,\N,\N
1993,215,Johnny,15,16,9,1:22.368,\N,\N
1994,215,Giancarlo,17,12,10,1:22.371,\N,\N
1995,215,Jean,22,17,11,1:22.392,\N,\N
1996,215,Damon,21,1,12,1:23.271,\N,\N
1997,215,Jarno,20,14,13,1:23.366,\N,\N
1998,215,Shinji,20,15,14,1:23.887,\N,\N
1999,215,Jan,24,23,15,1:24.067,\N,\N
2000,215,Pedro,21,2,16,1:24.239,\N,\N
2001,215,Mika,25,19,17,1:24.478,\N,\N
2002,215,Ukyo,18,20,18,1:24.553,\N,\N
2003,215,Jos,25,18,19,1:25.010,\N,\N
2004,215,Tarso,18,21,20,1:25.154,\N,\N
2005,215,Rubens,24,22,21,1:25.525,\N,\N
2006,215,Norberto,15,17,22,\N,\N,\N
2007,216,Gerhard,22,8,1,1:41.873,\N,\N
2008,216,Giancarlo,17,12,2,1:41.896,\N,\N
2009,216,Mika,1,9,3,1:42.034,\N,\N
2010,216,Michael,6,5,4,1:42.181,\N,\N
2011,216,Heinz-Harald,3,4,5,1:42.421,\N,\N
2012,216,Jean,22,7,6,1:42.493,\N,\N
2013,216,Ralf,17,11,7,1:42.498,\N,\N
2014,216,David,1,10,8,1:42.687,\N,\N
2015,216,Jacques,3,3,9,1:42.967,\N,\N
2016,216,Eddie,6,6,10,1:43.209,\N,\N
2017,216,Jarno,20,14,11,1:43.226,\N,\N
2018,216,Rubens,24,22,12,1:43.272,\N,\N
2019,216,Damon,21,1,13,1:43.361,\N,\N
2020,216,Johnny,15,16,14,1:43.660,\N,\N
2021,216,Jan,24,23,15,1:43.927,\N,\N
2022,216,Pedro,21,2,16,1:44.069,\N,\N
2023,216,Shinji,20,15,17,1:44.112,\N,\N
2024,216,Norberto,15,17,18,1:44.552,\N,\N
2025,216,Mika,25,18,19,1:45.372,\N,\N
2026,216,Jos,25,19,20,1:45.811,\N,\N
2027,216,Tarso,18,21,21,1:45.942,\N,\N
2028,216,Ukyo,18,20,22,1:46.499,\N,\N
2029,224,Jacques,3,6,1,1:32.371,\N,\N
2030,224,Damon,3,5,2,1:32.509,\N,\N
2031,224,Eddie,6,2,3,1:32.889,\N,\N
2032,224,Michael,6,1,4,1:33.125,\N,\N
2033,224,Mika,1,7,5,1:34.054,\N,\N
2034,224,Jean,22,3,6,1:34.257,\N,\N
2035,224,Gerhard,22,4,7,1:34.344,\N,\N
2036,224,Rubens,17,11,8,1:34.474,\N,\N
2037,224,Heinz-Harald,15,15,9,1:34.494,\N,\N
2038,224,Mika,25,19,10,1:34.832,\N,\N
2039,224,Olivier,27,9,11,1:35.330,\N,\N
2040,224,Jos,29,17,12,1:35.338,\N,\N
2041,224,David,1,8,13,1:35.351,\N,\N
2042,224,Johnny,15,14,14,1:35.453,\N,\N
2043,224,Ukyo,25,18,15,1:35.715,\N,\N
2044,224,Giancarlo,18,21,16,1:35.898,\N,\N
2045,224,Pedro,18,20,17,1:36.109,\N,\N
2046,224,Ricardo,29,16,18,1:36.198,\N,\N
2047,224,Martin,17,12,19,1:36.286,\N,\N
2048,224,Pedro,27,10,20,1:36.298,\N,\N
2049,225,Damon,3,5,1,1:18.111,\N,\N
2050,225,Rubens,17,11,2,1:19.092,\N,\N
2051,225,Jacques,3,6,3,1:19.254,\N,\N
2052,225,Michael,6,1,4,1:19.474,\N,\N
2053,225,Jean,22,3,5,1:19.484,\N,\N
2054,225,Martin,17,12,6,1:19.519,\N,\N
2055,225,Mika,1,7,7,1:19.607,\N,\N
2056,225,Gerhard,22,4,8,1:19.762,\N,\N
2057,225,Heinz-Harald,15,15,9,1:19.799,\N,\N
2058,225,Eddie,6,2,10,1:19.951,\N,\N
2059,225,Mika,25,19,11,1:20.000,\N,\N
2060,225,Johnny,15,14,12,1:20.144,\N,\N
2061,225,Jos,29,17,13,1:20.157,\N,\N
2062,225,David,1,8,14,1:20.167,\N,\N
2063,225,Olivier,27,9,15,1:20.426,\N,\N
2064,225,Ukyo,25,18,16,1:20.427,\N,\N
2065,225,Ricardo,29,16,17,1:20.440,\N,\N
2066,225,Pedro,18,20,18,1:21.491,\N,\N
2067,225,Luca,28,22,19,1:23.174,\N,\N
2068,225,Andrea,28,23,20,1:23.454,\N,\N
2069,225,Tarso,18,21,21,\N,\N,\N
2070,225,Pedro,27,10,22,\N,\N,\N
2071,226,Damon,3,5,1,1:30.346,\N,\N
2072,226,Michael,6,1,2,1:30.598,\N,\N
2073,226,Jacques,3,6,3,1:30.907,\N,\N
2074,226,Jean,22,3,4,1:31.038,\N,\N
2075,226,Gerhard,22,4,5,1:31.262,\N,\N
2076,226,Rubens,17,11,6,1:31.404,\N,\N
2077,226,Jos,29,17,7,1:31.615,\N,\N
2078,226,Mika,1,7,8,1:31.801,\N,\N
2079,226,David,1,8,9,1:32.001,\N,\N
2080,226,Eddie,6,2,10,1:32.058,\N,\N
2081,226,Heinz-Harald,15,15,11,1:32.130,\N,\N
2082,226,Olivier,27,9,12,1:32.177,\N,\N
2083,226,Ukyo,25,18,13,1:32.407,\N,\N
2084,226,Tarso,18,21,14,1:32.502,\N,\N
2085,226,Martin,17,12,15,1:32.696,\N,\N
2086,226,Mika,25,19,16,1:32.903,\N,\N
2087,226,Johnny,15,14,17,1:33.256,\N,\N
2088,226,Pedro,27,10,18,1:33.424,\N,\N
2089,226,Pedro,18,20,19,1:33.727,\N,\N
2090,226,Ricardo,29,16,20,1:33.752,\N,\N
2091,226,Luca,28,22,21,1:34.830,\N,\N
2092,226,Andrea,28,23,22,1:35.651,\N,\N
2093,227,Damon,3,5,1,1:18.941,\N,\N
2094,227,Jacques,3,6,2,1:19.721,\N,\N
2095,227,Michael,6,1,3,1:20.149,\N,\N
2096,227,Jean,22,3,4,1:20.711,\N,\N
2097,227,Rubens,17,11,5,1:20.818,\N,\N
2098,227,David,1,8,6,1:20.888,\N,\N
2099,227,Eddie,6,2,7,1:20.931,\N,\N
2100,227,Gerhard,22,4,8,1:21.054,\N,\N
2101,227,Mika,1,7,9,1:21.078,\N,\N
2102,227,Heinz-Harald,15,15,10,1:21.113,\N,\N
2103,227,Martin,17,12,11,1:21.177,\N,\N
2104,227,Johnny,15,14,12,1:21.210,\N,\N
2105,227,Jos,29,17,13,1:21.367,\N,\N
2106,227,Mika,25,19,14,1:21.458,\N,\N
2107,227,Olivier,27,9,15,1:21.509,\N,\N
2108,227,Ukyo,25,18,16,1:21.812,\N,\N
2109,227,Pedro,27,10,17,1:22.733,\N,\N
2110,227,Giancarlo,18,21,18,1:22.921,\N,\N
2111,227,Pedro,18,20,19,1:23.139,\N,\N
2112,227,Ricardo,29,16,20,1:23.620,\N,\N
2113,228,Michael,6,1,1,1:26.890,\N,\N
2114,228,Damon,3,5,2,1:27.105,\N,\N
2115,228,Jacques,3,6,3,1:27.220,\N,\N
2116,228,David,1,8,4,1:27.688,\N,\N
2117,228,Jean,22,3,5,1:28.009,\N,\N
2118,228,Eddie,6,2,6,1:28.205,\N,\N
2119,228,Gerhard,22,4,7,1:28.336,\N,\N
2120,228,Mika,25,19,8,1:28.423,\N,\N
2121,228,Rubens,17,11,9,1:28.632,\N,\N
2122,228,Heinz-Harald,15,15,10,1:28.785,\N,\N
2123,228,Mika,1,7,11,1:29.079,\N,\N
2125,228,Olivier,27,9,13,1:29.472,\N,\N
2126,228,Jos,29,17,14,1:29.539,\N,\N
2127,228,Johnny,15,14,15,1:29.541,\N,\N
2128,228,Ukyo,25,18,16,1:29.892,\N,\N
2129,228,Pedro,27,10,17,1:29.989,\N,\N
2130,228,Pedro,18,20,18,1:30.471,\N,\N
2131,228,Giancarlo,18,21,19,1:30.814,\N,\N
2132,228,Ricardo,29,16,20,1:31.316,\N,\N
2133,228,Luca,28,22,21,1:32.037,\N,\N
2134,229,Michael,6,1,1,1:20.356,\N,\N
2135,229,Damon,3,5,2,1:20.866,\N,\N
2136,229,Jean,22,3,3,1:20.918,\N,\N
2137,229,Gerhard,22,4,4,1:21.067,\N,\N
2138,229,David,1,8,5,1:21.460,\N,\N
2139,229,Rubens,17,11,6,1:21.504,\N,\N
2140,229,Eddie,6,2,7,1:21.542,\N,\N
2141,229,Mika,1,7,8,1:21.688,\N,\N
2142,229,Heinz-Harald,15,15,9,1:21.929,\N,\N
2143,229,Jacques,3,6,10,1:21.963,\N,\N
2144,229,Mika,25,19,11,1:22.235,\N,\N
2145,229,Jos,29,17,12,1:22.327,\N,\N
2146,229,Johnny,15,14,13,1:22.346,\N,\N
2147,229,Olivier,27,9,14,1:22.358,\N,\N
2148,229,Ukyo,25,18,15,1:22.460,\N,\N
2149,229,Martin,17,12,16,1:22.519,\N,\N
2150,229,Pedro,27,10,17,1:22.682,\N,\N
2151,229,Giancarlo,18,21,18,1:22.684,\N,\N
2152,229,Pedro,18,20,19,1:23.350,\N,\N
2153,229,Ricardo,29,16,20,1:24.976,\N,\N
2154,229,Luca,28,22,21,1:25.059,\N,\N
2155,229,Andrea,28,23,22,1:25.393,\N,\N
2156,230,Damon,3,5,1,1:20.650,\N,\N
2157,230,Jacques,3,6,2,1:21.084,\N,\N
2158,230,Michael,6,1,3,1:21.587,\N,\N
2159,230,Jean,22,3,4,1:22.061,\N,\N
2160,230,Gerhard,22,4,5,1:22.125,\N,\N
2161,230,Eddie,6,2,6,1:22.333,\N,\N
2162,230,Rubens,17,11,7,1:22.379,\N,\N
2163,230,Olivier,27,9,8,1:22.685,\N,\N
2164,230,Johnny,15,14,9,1:23.027,\N,\N
2165,230,Mika,1,7,10,1:23.070,\N,\N
2166,230,Heinz-Harald,15,15,11,1:23.195,\N,\N
2167,230,Mika,25,19,12,1:23.224,\N,\N
2168,230,Jos,29,17,13,1:23.371,\N,\N
2169,230,David,1,8,14,1:23.416,\N,\N
2170,230,Martin,17,12,15,1:23.438,\N,\N
2171,230,Ukyo,25,18,16,1:24.401,\N,\N
2172,230,Pedro,27,10,17,1:24.468,\N,\N
2173,230,Pedro,18,20,18,1:25.274,\N,\N
2174,230,Giancarlo,18,21,19,1:25.531,\N,\N
2175,230,Ricardo,29,16,20,1:25.621,\N,\N
2176,240,Damon,3,5,1,1:20.081,\N,\N
2177,240,Michael,22,1,2,1:20.382,\N,\N
2178,240,David,3,6,3,1:20.422,\N,\N
2179,240,Johnny,22,2,4,1:20.888,\N,\N
2180,240,Gerhard,6,28,5,1:20.906,\N,\N
2181,240,Jean,6,27,6,1:21.041,\N,\N
2182,240,Mika,1,8,7,1:21.399,\N,\N
2183,240,Eddie,17,15,8,1:21.749,\N,\N
2184,240,Mark,1,7,9,1:21.779,\N,\N
2185,240,Olivier,27,26,10,1:21.914,\N,\N
2186,240,Ukyo,25,3,11,1:22.325,\N,\N
2187,240,Mika,25,4,12,1:22.416,\N,\N
2188,240,Gianni,29,9,13,1:22.468,\N,\N
2189,240,Heinz-Harald,15,30,14,1:22.872,\N,\N
2190,240,Aguri,27,25,15,1:22.971,\N,\N
2191,240,Rubens,17,14,16,1:22.975,\N,\N
2192,240,Pierluigi,18,23,17,1:24.383,\N,\N
2193,240,Luca,18,24,18,1:24.443,\N,\N
2194,240,Karl,15,29,19,1:24.723,\N,\N
2195,240,Bertrand,30,16,20,1:25.127,\N,\N
2196,240,Taki,29,10,21,1:25.225,\N,\N
2197,240,Andrea,30,17,22,1:25.886,\N,\N
2198,240,Roberto,28,22,23,1:26.269,\N,\N
2199,240,Jos,31,12,24,1:27.323,\N,\N
2200,240,Pedro,28,21,25,1:27.792,\N,\N
2201,240,Domenico,31,11,26,1:28.106,\N,\N
2202,241,David,3,6,1,1:53.241,\N,\N
2203,241,Damon,3,5,2,1:54.057,\N,\N
2204,241,Michael,22,1,3,1:54.272,\N,\N
2205,241,Eddie,17,15,4,1:54.381,\N,\N
2206,241,Mika,1,8,5,1:54.529,\N,\N
2207,241,Jean,6,27,6,1:54.637,\N,\N
2208,241,Mika,25,4,7,1:54.757,\N,\N
2209,241,Gerhard,6,28,8,1:55.276,\N,\N
2210,241,Heinz-Harald,15,30,9,1:55.583,\N,\N
2211,241,Rubens,17,14,10,1:56.114,\N,\N
2212,241,Johnny,22,6,11,1:57.068,\N,\N
2213,241,Gianni,29,9,12,1:57.092,\N,\N
2214,241,Luca,18,24,13,1:57.167,\N,\N
2215,241,Jos,31,12,14,1:57.231,\N,\N
2216,241,Ukyo,25,3,15,1:57.484,\N,\N
2217,241,Pierluigi,18,23,16,1:58.066,\N,\N
2218,241,Mark,1,7,17,1:58.660,\N,\N
2219,241,Olivier,27,26,18,1:58.824,\N,\N
2220,241,Aguri,27,25,19,1:58.882,\N,\N
2221,241,Domenico,31,11,20,1:59.539,\N,\N
2222,241,Karl,15,29,21,2:00.751,\N,\N
2223,241,Andrea,30,17,22,2:01.763,\N,\N
2224,241,Bertrand,30,16,23,2:04.050,\N,\N
2225,241,Roberto,28,22,24,2:04.481,\N,\N
2226,241,Pedro,28,21,25,2:05.932,\N,\N
2227,241,Taki,29,10,26,2:07.298,\N,\N
2228,242,Michael,22,1,1,1:27.274,\N,\N
2229,242,Gerhard,6,28,2,1:27.282,\N,\N
2230,242,David,3,6,3,1:27.459,\N,\N
2231,242,Damon,3,5,4,1:27.512,\N,\N
2232,242,Jean,6,27,5,1:27.813,\N,\N
2233,242,Mika,1,8,6,1:28.343,\N,\N
2234,242,Eddie,17,15,7,1:28.516,\N,\N
2235,242,Johnny,22,6,8,1:29.350,\N,\N
2236,242,Nigel,1,7,9,1:29.517,\N,\N
2237,242,Rubens,17,14,10,1:29.551,\N,\N
2238,242,Gianni,29,9,11,1:29.582,\N,\N
2239,242,Olivier,27,26,12,1:30.760,\N,\N
2240,242,Mika,25,4,13,1:31.035,\N,\N
2241,242,Heinz-Harald,15,30,14,1:31.358,\N,\N
2242,242,Ukyo,25,3,15,1:31.630,\N,\N
2243,242,Aguri,27,25,16,1:31.913,\N,\N
2244,242,Jos,31,12,17,1:32.156,\N,\N
2245,242,Pierluigi,18,23,18,1:32.445,\N,\N
2246,242,Taki,29,10,19,1:32.710,\N,\N
2247,242,Luca,18,24,20,1:33.071,\N,\N
2248,242,Karl,15,29,21,1:33.494,\N,\N
2249,242,Bertrand,30,16,22,1:33.892,\N,\N
2250,242,Domenico,31,11,23,1:33.965,\N,\N
2251,242,Andrea,30,17,24,1:35.169,\N,\N
2252,242,Roberto,28,22,25,1:36.065,\N,\N
2253,242,Pedro,28,21,26,1:36.624,\N,\N
2254,243,Michael,22,1,1,1:21.452,\N,\N
2255,243,Jean,6,27,2,1:22.052,\N,\N
2256,243,Gerhard,6,28,3,1:22.071,\N,\N
2257,243,David,3,6,4,1:22.332,\N,\N
2258,243,Damon,3,5,5,1:22.349,\N,\N
2259,243,Eddie,17,15,6,1:23.352,\N,\N
2260,243,Johnny,22,2,7,1:23.536,\N,\N
2261,243,Rubens,17,14,8,1:23.705,\N,\N
2262,243,Mika,1,8,9,1:23.833,\N,\N
2263,243,Nigel,1,7,10,1:23.927,\N,\N
2264,243,Martin,27,25,11,1:24.727,\N,\N
2265,243,Heinz-Harald,15,30,12,1:24.802,\N,\N
2266,243,Mika,25,4,13,1:24.971,\N,\N
2267,243,Gianni,29,9,14,1:25.053,\N,\N
2268,243,Olivier,27,26,15,1:25.204,\N,\N
2269,243,Jos,31,12,16,1:25.827,\N,\N
2270,243,Ukyo,25,3,17,1:25.946,\N,\N
2271,243,Taki,29,10,18,1:26.059,\N,\N
2272,243,Pierluigi,18,23,19,1:26.619,\N,\N
2273,243,Karl,15,29,20,1:27.007,\N,\N
2274,243,Luca,18,24,21,1:27.345,\N,\N
2275,243,Domenico,31,11,22,1:27.575,\N,\N
2276,243,Andrea,30,17,23,1:28.094,\N,\N
2277,243,Bertrand,30,16,24,1:28.598,\N,\N
2278,243,Roberto,28,22,25,1:28.963,\N,\N
2279,243,Pedro,28,21,26,1:29.540,\N,\N
2280,244,Damon,3,5,1,1:21.952,\N,\N
2281,244,Michael,22,1,2,1:22.742,\N,\N
2282,244,David,3,6,3,1:23.109,\N,\N
2283,244,Gerhard,6,28,4,1:23.220,\N,\N
2284,244,Jean,6,27,5,1:23.754,\N,\N
2285,244,Mika,1,8,6,1:23.857,\N,\N
2286,244,Johnny,22,2,7,1:23.885,\N,\N
2287,244,Martin,27,26,8,1:24.447,\N,\N
2288,244,Eddie,17,15,9,1:24.857,\N,\N
2289,244,Mark,1,7,10,1:24.933,\N,\N
2290,244,Rubens,17,14,11,1:25.081,\N,\N
2291,244,Olivier,27,26,12,1:25.125,\N,\N
2292,244,Gianni,29,9,13,1:25.447,\N,\N
2293,244,Heinz-Harald,15,30,14,1:25.661,\N,\N
2294,244,Ukyo,25,3,15,1:25.808,\N,\N
2295,244,Luca,18,24,16,1:25.969,\N,\N
2296,244,Mika,25,4,17,1:26.473,\N,\N
